run,smis,avai
0_0,0,0.9944444444444445
1_1,0,0.9946808510638298
2_2,0,0.9947643979057592
3_3,0,0.994535519125683
4_4,0,0.9950980392156863
5_5,0,0.9953703703703703
6_6,0,0.9949494949494949
7_7,0,0.9951219512195122
8_8,0,0.9948453608247423
9_9,0,0.9949494949494949
10_10,0,0.9949238578680203
11_11,12,1.3869346733668342
12_12,0,0.9945945945945946
13_13,0,0.9950980392156863
14_14,0,0.9946808510638298
15_15,0,0.9946236559139785
16_16,0,0.995
17_17,0,0.9945945945945946
18_18,0,0.995
19_19,0,0.9946236559139785
20_20,0,0.9949494949494949
21_21,0,0.9951456310679612
22_22,0,0.9952830188679245
23_23,0,0.9945945945945946
24_24,0,0.9947916666666666
25_25,0,0.9948186528497409
26_26,0,0.9957805907172996
27_27,0,0.9947643979057592
28_28,0,0.9946808510638298
29_29,0,0.9948979591836735
30_30,0,0.9948186528497409
31_31,0,0.9947089947089947
32_32,0,0.9949748743718593
33_33,0,0.994475138121547
34_34,0,0.9948717948717949
35_35,0,0.995
36_36,0,0.994535519125683
37_37,0,0.9951219512195122
38_38,0,0.9947089947089947
39_39,0,0.9951456310679612
40_40,0,0.9948453608247423
41_41,0,0.9947089947089947
42_42,0,0.9947916666666666
43_43,0,0.9947089947089947
44_44,0,0.9949238578680203
45_45,0,0.9950980392156863
46_46,0,0.9948717948717949
47_47,0,0.9947916666666666
48_48,0,0.9950248756218906
49_49,0,0.9948717948717949
50_50,0,0.9955156950672646
51_51,0,0.9947368421052631
52_52,100,6.014634146341463
53_53,0,0.995
54_54,0,0.9948717948717949
55_55,0,0.995
56_56,0,0.9947368421052631
57_57,0,0.995260663507109
58_58,0,0.9950248756218906
59_59,20,1.7566137566137565
60_60,0,0.9948717948717949
61_61,0,0.9948717948717949
62_62,100,10.075829383886257
63_63,0,0.9955555555555555
64_64,0,0.9948979591836735
65_65,0,0.9949748743718593
66_66,0,0.9952830188679245
67_67,0,0.9948453608247423
68_68,0,0.9946524064171123
69_69,0,0.9946524064171123
70_70,0,0.994475138121547
71_71,0,0.9949494949494949
72_72,0,0.9947916666666666
73_73,0,0.9943502824858758
74_74,0,0.9947368421052631
75_75,0,0.995
76_76,0,0.9946524064171123
77_77,100,6.61340206185567
78_78,0,0.9948453608247423
79_79,0,0.9952153110047847
80_80,0,0.995049504950495
81_81,0,0.9948717948717949
82_82,0,0.9950248756218906
83_83,0,0.9947916666666666
84_84,0,0.995049504950495
85_85,0,0.9948717948717949
86_86,0,0.9949494949494949
87_87,0,0.9949238578680203
88_88,0,0.9947089947089947
89_89,0,0.9951690821256038
90_90,0,0.9948717948717949
91_91,0,0.9951456310679612
92_92,0,0.9948186528497409
93_93,0,0.9950248756218906
94_94,0,0.9949494949494949
95_95,0,0.9948453608247423
96_96,0,0.9949748743718593
97_97,0,0.9946524064171123
98_98,0,0.9947089947089947
99_99,0,0.9948453608247423
100_100,0,0.9949494949494949
101_101,0,0.9946808510638298
102_102,0,0.9947368421052631
103_103,0,0.9948979591836735
104_104,4,1.1095238095238096
105_105,0,0.9945054945054945
106_106,0,0.9947643979057592
107_107,0,0.9947089947089947
108_108,0,0.9949748743718593
109_109,0,0.9945945945945946
110_110,0,0.9946808510638298
111_111,0,0.994475138121547
112_112,0,0.9946808510638298
113_113,0,0.9947916666666666
114_114,100,6.31
115_115,0,0.994413407821229
116_116,0,0.9950738916256158
117_117,0,0.9950248756218906
118_118,0,0.994413407821229
119_119,0,0.9943820224719101
120_120,0,0.9950980392156863
121_121,0,0.9951456310679612
122_122,0,0.9945054945054945
123_123,0,0.9947916666666666
124_124,0,0.9943820224719101
125_125,0,0.994475138121547
126_126,0,0.994475138121547
127_127,0,0.9957081545064378
128_128,0,0.9946524064171123
129_129,100,6.401041666666667
130_130,0,0.9947916666666666
131_131,0,0.9951219512195122
132_132,0,0.9947368421052631
133_133,0,0.9948717948717949
134_134,0,0.9952153110047847
135_135,0,0.9948717948717949
136_136,0,0.9948453608247423
137_137,0,0.9951219512195122
138_138,0,0.9946236559139785
139_139,0,0.9947089947089947
140_140,0,0.994475138121547
141_141,0,0.9945054945054945
142_142,0,0.994475138121547
143_143,0,0.995575221238938
144_144,0,0.9946808510638298
145_145,0,0.9945945945945946
146_146,0,0.9950248756218906
147_147,0,0.9948979591836735
148_148,0,0.9948717948717949
149_149,0,0.9947368421052631
150_150,0,0.9949748743718593
151_151,0,0.9947643979057592
152_152,0,0.9951456310679612
153_153,0,0.9946808510638298
154_154,0,0.995049504950495
155_155,0,0.9949748743718593
156_156,0,0.995049504950495
157_157,0,0.9951690821256038
158_158,0,0.9947643979057592
159_159,0,0.9950980392156863
160_160,0,0.9947643979057592
161_161,0,0.9954128440366973
162_162,0,0.9947368421052631
163_163,0,0.9946808510638298
164_164,0,0.9943820224719101
165_165,0,0.9953703703703703
166_166,0,0.994413407821229
167_167,0,0.9952380952380953
168_168,0,0.9946236559139785
169_169,0,0.9947916666666666
170_170,0,0.9948453608247423
171_171,0,0.9948186528497409
172_172,0,0.9944444444444445
173_173,0,0.995
174_174,0,0.9949748743718593
175_175,0,0.9948453608247423
176_176,0,0.9948979591836735
177_177,0,0.9952153110047847
178_178,0,0.9948717948717949
179_179,0,0.9952153110047847
180_180,0,0.9947643979057592
181_181,0,0.995049504950495
182_182,0,0.995
183_183,0,0.9947368421052631
184_184,0,0.9948186528497409
185_185,0,0.995260663507109
186_186,0,0.995049504950495
187_187,0,0.9946808510638298
188_188,0,0.9948186528497409
189_189,0,0.9951456310679612
190_190,0,0.9947643979057592
191_191,0,0.9948186528497409
192_192,0,0.9950738916256158
193_193,0,0.9946236559139785
194_194,0,0.9950980392156863
195_195,0,0.9948979591836735
196_196,0,0.9948186528497409
197_197,0,0.9947643979057592
198_198,0,0.9945054945054945
199_199,0,0.9948186528497409
200_200,4,1.115
201_201,0,0.9950248756218906
202_202,0,0.9948453608247423
203_203,0,0.9946236559139785
204_204,0,0.9946236559139785
205_205,0,0.9948186528497409
206_206,0,0.9951456310679612
207_207,0,0.9950248756218906
208_208,0,0.9945054945054945
209_209,0,0.9945945945945946
210_210,0,0.9944444444444445
211_211,0,0.9945054945054945
212_212,0,0.9949494949494949
213_213,0,0.994475138121547
214_214,0,0.9948717948717949
215_215,0,0.9953917050691244
216_216,0,0.9954545454545455
217_217,0,0.9952153110047847
218_218,0,0.9943181818181818
219_219,0,0.9948717948717949
220_220,0,0.9952153110047847
221_221,0,0.9950980392156863
222_222,0,0.994475138121547
223_223,0,0.9948979591836735
224_224,0,0.9946236559139785
225_225,0,0.9946808510638298
226_226,0,0.994475138121547
227_227,0,0.995
228_228,0,0.9956521739130435
229_229,0,0.9951219512195122
230_230,0,0.9947368421052631
231_231,0,0.9949748743718593
232_232,0,0.9947368421052631
233_233,0,0.9950738916256158
234_234,0,0.9948717948717949
235_235,0,0.9948453608247423
236_236,0,0.9948453608247423
237_237,0,0.9948717948717949
238_238,0,0.9946524064171123
239_239,0,0.9948186528497409
240_240,0,0.995049504950495
241_241,0,0.9953917050691244
242_242,0,0.9946808510638298
243_243,0,0.9947368421052631
244_244,0,0.9950980392156863
245_245,0,0.9946236559139785
246_246,0,0.994535519125683
247_247,0,0.9946236559139785
248_248,0,0.9949494949494949
249_249,0,0.9949238578680203
250_250,0,0.9947916666666666
251_251,0,0.9949494949494949
252_252,0,0.9943820224719101
253_253,0,0.9949238578680203
254_254,0,0.9948979591836735
255_255,0,0.9948717948717949
256_256,0,0.9951923076923077
257_257,0,0.9950980392156863
258_258,0,0.9947368421052631
259_259,0,0.9947089947089947
260_260,0,0.9952830188679245
261_261,0,0.9947916666666666
262_262,0,0.9951690821256038
263_263,0,0.9948717948717949
264_264,0,0.9948717948717949
265_265,0,0.9944444444444445
266_266,0,0.9948453608247423
267_267,0,0.9950738916256158
268_268,0,0.9945652173913043
269_269,0,0.9950738916256158
270_270,0,0.9945054945054945
271_271,0,0.994535519125683
272_272,0,0.9948186528497409
273_273,0,0.9946524064171123
274_274,0,0.9947089947089947
275_275,0,0.995
276_276,0,0.9945652173913043
277_277,0,0.995049504950495
278_278,0,0.9953488372093023
279_279,0,0.9951219512195122
280_280,0,0.9953488372093023
281_281,0,0.9947368421052631
282_282,0,0.9947916666666666
283_283,0,0.9948186528497409
284_284,0,0.9951456310679612
285_285,0,0.9951923076923077
286_286,0,0.995049504950495
287_287,0,0.9947368421052631
288_288,0,0.9951456310679612
289_289,0,0.995
290_290,0,0.9950248756218906
291_291,0,0.9951690821256038
292_292,0,0.9945652173913043
293_293,0,0.9946808510638298
294_294,0,0.9946236559139785
295_295,0,0.9950738916256158
296_296,0,0.9945652173913043
297_297,0,0.9948453608247423
298_298,0,0.9946808510638298
299_299,0,0.9947643979057592
300_300,0,0.9951690821256038
301_301,0,0.9950980392156863
302_302,0,0.9949494949494949
303_303,0,0.9950248756218906
304_304,0,0.9949494949494949
305_305,0,0.9949494949494949
306_306,0,0.995
307_307,0,0.9948717948717949
308_308,0,0.9949748743718593
309_309,0,0.9950248756218906
310_310,0,0.9951690821256038
311_311,0,0.995
312_312,100,6.137755102040816
313_313,0,0.995
314_314,0,0.9946808510638298
315_315,0,0.9945945945945946
316_316,0,0.9954128440366973
317_317,0,0.9946808510638298
318_318,0,0.9952380952380953
319_319,0,0.9948717948717949
320_320,0,0.9951219512195122
321_321,100,5.92
322_322,0,0.9951690821256038
323_323,0,0.9949238578680203
324_324,0,0.995260663507109
325_325,0,0.9950738916256158
326_326,0,0.9948979591836735
327_327,0,0.995
328_328,0,0.9947916666666666
329_329,0,0.9948717948717949
330_330,0,0.9947643979057592
331_331,0,0.995850622406639
332_332,0,0.9946808510638298
333_333,0,0.9952153110047847
334_334,0,0.9948717948717949
335_335,0,0.9948717948717949
336_336,0,0.9946808510638298
337_337,0,0.9948453608247423
338_338,0,0.9947916666666666
339_339,0,0.9952380952380953
340_340,0,0.9949238578680203
341_341,0,0.9950248756218906
342_342,0,0.995049504950495
343_343,100,6.328205128205128
344_344,0,0.9947089947089947
345_345,0,0.9952153110047847
346_346,0,0.9945945945945946
347_347,0,0.994475138121547
348_348,0,0.9948979591836735
349_349,0,0.9951923076923077
350_350,0,0.9950980392156863
351_351,0,0.9946236559139785
352_352,0,0.9947089947089947
353_353,0,0.9950980392156863
354_354,0,0.995475113122172
355_355,0,0.9953051643192489
356_356,0,0.9956140350877193
357_357,0,0.9947916666666666
358_358,0,0.9951923076923077
359_359,0,0.9952380952380953
360_360,0,0.9947916666666666
361_361,0,0.995049504950495
362_362,0,0.995049504950495
363_363,0,0.9948453608247423
364_364,0,0.9948717948717949
365_365,0,0.995475113122172
366_366,0,0.9951219512195122
367_367,0,0.9945945945945946
368_368,0,0.9953051643192489
369_369,0,0.995049504950495
370_370,0,0.9953271028037384
371_371,0,0.994535519125683
372_372,0,0.9945945945945946
373_373,0,0.9946524064171123
374_374,0,0.994535519125683
375_375,0,0.9950980392156863
376_376,0,0.9945652173913043
377_377,0,0.9948717948717949
378_378,100,4.688172043010753
379_379,0,0.995049504950495
380_380,0,0.9946236559139785
381_381,0,0.9951456310679612
382_382,0,0.9947643979057592
383_383,0,0.9947916666666666
384_384,0,0.9950248756218906
385_385,0,0.9948186528497409
386_386,0,0.9948717948717949
387_387,0,0.9948186528497409
388_388,0,0.9950738916256158
389_389,0,0.9951690821256038
390_390,0,0.9947643979057592
391_391,0,0.9948453608247423
392_392,0,0.9952153110047847
393_393,0,0.995260663507109
394_394,0,0.9948717948717949
395_395,0,0.9945652173913043
396_396,0,0.9945652173913043
397_397,0,0.9949494949494949
398_398,0,0.9947089947089947
399_399,0,0.9950738916256158
400_400,0,0.9950738916256158
401_401,0,0.9951923076923077
402_402,0,0.9948717948717949
403_403,0,0.9946808510638298
404_404,0,0.9945945945945946
405_405,0,0.9946524064171123
406_406,0,0.9947368421052631
407_407,0,0.9947368421052631
408_408,0,0.9947643979057592
409_409,0,0.9947089947089947
410_410,0,0.9943820224719101
411_411,0,0.9949494949494949
412_412,0,0.9947368421052631
413_413,0,0.9945945945945946
414_414,0,0.994535519125683
415_415,0,0.9947916666666666
416_416,0,0.9951690821256038
417_417,0,0.9947916666666666
418_418,0,0.9947368421052631
419_419,0,0.9948186528497409
420_420,0,0.9948717948717949
421_421,0,0.9950980392156863
422_422,0,0.9947368421052631
423_423,0,0.9950980392156863
424_424,0,0.9952830188679245
425_425,0,0.9946524064171123
426_426,0,0.9948717948717949
427_427,0,0.9947089947089947
428_428,0,0.9948979591836735
429_429,0,0.995
430_430,0,0.9948453608247423
431_431,0,0.9951690821256038
432_432,0,0.9945652173913043
433_433,0,0.9952153110047847
434_434,0,0.994535519125683
435_435,0,0.9953917050691244
436_436,0,0.994535519125683
437_437,0,0.9950248756218906
438_438,0,0.9945945945945946
439_439,0,0.9948979591836735
440_440,0,0.9953271028037384
441_441,0,0.9951923076923077
442_442,0,0.9947368421052631
443_443,0,0.9947368421052631
444_444,0,0.9943820224719101
445_445,0,0.9950248756218906
446_446,0,0.9950738916256158
447_447,0,0.9950738916256158
448_448,0,0.9948453608247423
449_449,0,0.9948186528497409
450_450,0,0.9950248756218906
451_451,0,0.994535519125683
452_452,0,0.9946524064171123
453_453,0,0.9950738916256158
454_454,0,0.9946524064171123
455_455,0,0.9947643979057592
456_456,0,0.9948717948717949
457_457,0,0.9948717948717949
458_458,0,0.9945054945054945
459_459,0,0.9945054945054945
460_460,0,0.9948186528497409
461_461,0,0.9948979591836735
462_462,0,0.9946524064171123
463_463,0,0.9947368421052631
464_464,0,0.9946808510638298
465_465,0,0.9943502824858758
466_466,0,0.9944444444444445
467_467,0,0.995049504950495
468_468,0,0.9947916666666666
469_469,0,0.995
470_470,0,0.9946524064171123
471_471,0,0.9945652173913043
472_472,0,0.9949494949494949
473_473,0,0.9945945945945946
474_474,0,0.995049504950495
475_475,0,0.9949494949494949
476_476,0,0.9952380952380953
477_477,0,0.9945054945054945
478_478,0,0.9948979591836735
479_479,0,0.9947089947089947
480_480,0,0.9949748743718593
481_481,0,0.9947368421052631
482_482,0,0.9949494949494949
483_483,0,0.9951219512195122
484_484,0,0.9949494949494949
485_485,0,0.9950248756218906
486_486,0,0.9947368421052631
487_487,0,0.9947089947089947
488_488,0,0.9953703703703703
489_489,0,0.9947368421052631
490_490,0,0.9946236559139785
491_491,0,0.994535519125683
492_492,0,0.9947916666666666
493_493,0,0.9951923076923077
494_494,100,6.02970297029703
495_495,0,0.9947089947089947
496_496,0,0.9946808510638298
497_497,0,0.9952153110047847
