run,smis,avai
0_0,0,0.9946236559139785
1_1,0,0.9945652173913043
2_2,0,0.9948186528497409
3_3,0,0.9947089947089947
4_4,0,0.9951219512195122
5_5,0,0.995475113122172
6_6,0,0.9951690821256038
7_7,0,0.9950248756218906
8_8,0,0.9948717948717949
9_9,0,0.9949748743718593
10_10,0,0.9951219512195122
11_11,0,0.9947916666666666
12_12,0,0.9946236559139785
13_13,0,0.9952380952380953
14_14,0,0.9948453608247423
15_15,0,0.9945945945945946
16_16,0,0.9948453608247423
17_17,0,0.9947643979057592
18_18,0,0.9950248756218906
19_19,0,0.9948979591836735
20_20,0,0.9952830188679245
21_21,0,0.9950248756218906
22_22,0,0.9955156950672646
23_23,0,0.9948979591836735
24_24,0,0.9949238578680203
25_25,0,0.9949748743718593
26_26,0,0.9955555555555555
27_27,0,0.9950248756218906
28_28,0,0.9949494949494949
29_29,0,0.9952830188679245
30_30,0,0.9947368421052631
31_31,0,0.9946524064171123
32_32,0,0.9947643979057592
33_33,0,0.9949494949494949
34_34,0,0.9950248756218906
35_35,0,0.995049504950495
36_36,0,0.9946808510638298
37_37,0,0.9950980392156863
38_38,0,0.9945945945945946
39_39,0,0.9953271028037384
40_40,0,0.9949238578680203
41_41,0,0.9948453608247423
42_42,0,0.9949494949494949
43_43,0,0.9952153110047847
44_44,0,0.9947368421052631
45_45,0,0.9948979591836735
46_46,0,0.9948979591836735
47_47,0,0.9946236559139785
48_48,0,0.9947916666666666
49_49,0,0.9953051643192489
50_50,0,0.9956331877729258
51_51,0,0.9949494949494949
52_52,0,0.9951456310679612
53_53,0,0.995260663507109
54_54,0,0.9953051643192489
55_55,0,0.9951219512195122
56_56,0,0.9949238578680203
57_57,0,0.9953488372093023
58_58,0,0.9951219512195122
59_59,0,0.9948717948717949
60_60,0,0.9954128440366973
61_61,0,0.9948717948717949
62_62,0,0.9955156950672646
63_63,0,0.9962406015037594
64_64,0,0.9953271028037384
65_65,0,0.9950980392156863
66_66,0,0.9951219512195122
67_67,0,0.9951923076923077
68_68,0,0.9949238578680203
69_69,0,0.9949748743718593
70_70,0,0.9946524064171123
71_71,0,0.9950738916256158
72_72,0,0.9947916666666666
73_73,0,0.9946808510638298
74_74,0,0.9949238578680203
75_75,0,0.9951690821256038
76_76,0,0.9949494949494949
77_77,0,0.995260663507109
78_78,0,0.9953051643192489
79_79,0,0.9954337899543378
80_80,0,0.9950738916256158
81_81,0,0.9947916666666666
82_82,0,0.995049504950495
83_83,0,0.9950738916256158
84_84,0,0.9950980392156863
85_85,0,0.995
86_86,0,0.9949494949494949
87_87,0,0.9951690821256038
88_88,0,0.9951456310679612
89_89,0,0.9951219512195122
90_90,0,0.9957446808510638
91_91,0,0.9949494949494949
92_92,0,0.9953917050691244
93_93,0,0.9953488372093023
94_94,0,0.9950738916256158
95_95,0,0.995
96_96,0,0.9950738916256158
97_97,0,0.9948186528497409
